frequency,workload,tool,run_number,duration,energy_consumption,cpu_usage_percentage,total_datagrams_count,memory_usage_percentage,load_avg
F_HIGH,W_MEDIUM,netdata,r3,700,50436.3,56.72729532163743,1060613.9,57.95381578947369,16.479576023391814
F_HIGH,W_LOW,baseline,r3,745,40366.2,36.65017543859649,462240.08999999997,55.763625730994164,8.471666666666668
F_LOW,W_LOW,prometheus,r3,750,41764.7,38.28953147877013,463455.43999999994,58.148945827232794,8.590571010248903
F_LOW,W_LOW,elastic,r3,783,45530.8,31.25280519480519,510479.07,99.19731168831169,6.106714285714286
F_HIGH,W_HIGH,prometheus,r3,912,70180.20000000001,69.82411007025762,2218209.0,60.93984777517565,27.296405152224825
F_HIGH,W_LOW,prometheus,r3,759,41456.6,36.26720351390922,464297.77,53.97672035139093,7.721874084919473
F_LOW,W_MEDIUM,prometheus,r3,787,53725.2,48.60427272727272,1075742.78,57.38618181818182,13.568571428571428
F_HIGH,W_MEDIUM,elastic,r3,780,55632.8,49.33797402597402,1160568.26,99.21370129870131,12.990168831168832
F_HIGH,W_HIGH,netdata,r3,912,69629.0,68.24164912280702,2228550.12,61.468116959064325,28.290432748538013
F_HIGH,W_MEDIUM,prometheus,r3,758,48466.2,51.09359649122806,910469.3699999999,57.015087719298236,14.628976608187134
F_LOW,W_LOW,zipkin,r3,775,46193.1,36.19244155844156,517112.59,61.49293506493506,7.564558441558441
F_LOW,W_HIGH,zipkin,r3,994,79667.5,74.54962765957447,2288331.8200000003,70.62585106382978,28.202617021276595
F_HIGH,W_HIGH,zipkin,r3,1031,88213.6,78.033662109375,2377857.81,76.503544921875,32.86767578125
F_HIGH,W_LOW,netdata,r3,748,40793.9,35.59519005847953,463526.27999999997,73.9077485380117,7.986871345029241
F_LOW,W_MEDIUM,netdata,r3,729,48615.0,52.266096491228076,979767.61,75.36230994152046,13.573464912280702
F_MEDIUM,W_MEDIUM,baseline,r3,806,53123.2,47.90646753246753,1041255.8699999999,76.69857142857144,13.369155844155845
F_MEDIUM,W_HIGH,netdata,r3,970,75144.70000000001,65.99608510638298,2285717.2199999997,83.76321276595745,21.999170212765957
F_LOW,W_HIGH,prometheus,r3,1013,73498.4,65.71379787234042,2136305.85,83.5934255319149,26.135755319148938
F_MEDIUM,W_LOW,zipkin,r3,765,42645.8,39.119048316251835,462709.89,79.17112737920938,8.771522693997072
F_MEDIUM,W_LOW,netdata,r3,818,44214.7,33.250025974025974,483164.53,79.486,6.578818181818183
F_HIGH,W_HIGH,elastic,r3,1004,73867.3,66.51046858359958,2165624.19,99.21174653887114,33.40381256656017
F_LOW,W_LOW,baseline,r3,748,40516.7,37.23261695906433,463572.66,71.22577485380117,8.207850877192982
F_MEDIUM,W_MEDIUM,zipkin,r3,867,60156.8,50.252842105263156,1108604.83,64.93804678362574,12.862713450292397
F_MEDIUM,W_HIGH,elastic,r3,981,75950.1,66.67421276595744,2246471.81,99.22042553191491,32.29339361702128
F_MEDIUM,W_LOW,baseline,r3,806,44351.100000000006,30.47667100130039,495920.82,53.109596879063716,5.550117035110533
F_MEDIUM,W_LOW,prometheus,r3,744,41658.5,37.562327964860906,476693.91,62.82346998535871,8.745241581259151
F_LOW,W_LOW,netdata,r3,725,41568.7,36.1290350877193,484721.91000000003,80.28752923976609,8.263494152046784
F_LOW,W_MEDIUM,zipkin,r3,636,46666.5,67.71986644407345,974064.09,65.05747913188648,20.823021702838066
F_HIGH,W_MEDIUM,baseline,r3,831,50959.100000000006,45.930415584415584,988810.5799999998,63.507428571428576,11.238012987012988
F_MEDIUM,W_MEDIUM,netdata,r3,796,52736.5,47.20076723016905,1044414.38,66.33672301690507,12.657607282184657
F_HIGH,W_LOW,elastic,r3,654,38551.9,41.05153589315526,463970.12,99.20606010016695,9.690467445742906
F_MEDIUM,W_HIGH,baseline,r3,885,70325.59999999999,72.00772833723653,2282984.88,60.98587822014052,29.479238875878224
F_LOW,W_HIGH,baseline,r3,914,68774.9,71.22540350877193,2205731.12,63.99576608187135,29.40459649122807
F_MEDIUM,W_MEDIUM,elastic,r3,754,48269.7,48.86695906432749,899152.3500000001,99.21152046783625,15.005307017543858
F_LOW,W_MEDIUM,baseline,r3,712,47784.200000000004,48.99483162518302,995641.98,54.8489019033675,11.874743777452418
F_MEDIUM,W_HIGH,zipkin,r3,1047,84801.59999999999,72.4292487804878,2394644.85,70.71713170731707,27.96911219512195
F_MEDIUM,W_HIGH,prometheus,r3,934,69752.1,69.50850292397661,2148886.8200000003,70.16094736842106,27.51168421052632
F_HIGH,W_LOW,zipkin,r3,767,43229.6,39.29663742690059,467497.83999999997,70.45771929824562,7.906067251461988
F_HIGH,W_MEDIUM,zipkin,r3,808,58024.0,60.9865974025974,1037621.21,73.73502597402597,16.83331168831169
F_HIGH,W_HIGH,baseline,r3,902,70430.8,70.79966081871346,2244396.81,74.61058479532164,26.72253801169591
F_MEDIUM,W_LOW,elastic,r3,815,45187.9,33.07457737321196,491292.72,99.20087126137841,8.076488946684005
F_HIGH,W_LOW,baseline,r4,763,40464.2,33.34317251461988,452544.0,56.13206140350877,6.7226900584795315
F_LOW,W_HIGH,netdata,r4,905,69995.5,71.10045614035087,2244475.26,69.35759064327486,26.81233918128655
F_MEDIUM,W_MEDIUM,prometheus,r4,738,48960.2,51.86404099560761,934776.9400000001,63.449048316251826,14.123191800878477
F_HIGH,W_MEDIUM,elastic,r4,858,63886.0,52.099449648711946,1077217.68,99.22401639344262,14.728384074941452
F_MEDIUM,W_HIGH,zipkin,r4,1031,85351.5,72.402,2385506.04,66.87158048780488,28.560634146341464
F_LOW,W_LOW,netdata,r4,846,43517.9,29.523922077922077,465226.07999999996,61.42235064935065,5.971571428571428
F_HIGH,W_HIGH,zipkin,r4,1105,85626.9,74.415615234375,2253466.43,86.73056640625,30.576816406250003
F_HIGH,W_LOW,elastic,r4,945,52119.6,26.689062832800857,514568.05,99.22325878594249,6.296794462193824
F_LOW,W_MEDIUM,zipkin,r4,951,62515.2,43.45337234042553,1089883.05,61.084776595744685,10.200095744680851
F_LOW,W_LOW,baseline,r4,868,47255.2,26.934327485380116,509866.12,59.02720467836257,5.422748538011696
F_HIGH,W_MEDIUM,netdata,r4,903,55402.6,40.41399297423888,973065.6300000001,66.4229156908665,11.146779859484777
F_MEDIUM,W_HIGH,prometheus,r4,884,71680.5,72.30288888888889,2255137.24,72.78894736842106,32.22595321637427
F_LOW,W_MEDIUM,netdata,r4,906,55432.4,42.30002341920375,1031327.49,67.48096018735363,11.85307962529274
F_MEDIUM,W_LOW,zipkin,r4,801,45487.1,35.80883116883117,493469.37,72.61822077922078,7.5955324675324665
F_MEDIUM,W_MEDIUM,netdata,r4,884,56206.2,41.87747368421052,1049426.5699999998,75.28036257309941,10.694783625730995
F_HIGH,W_LOW,zipkin,r4,617,40976.100000000006,46.90540901502504,488766.42,77.35948247078464,10.022003338898164
F_LOW,W_HIGH,prometheus,r4,893,70890.70000000001,71.58670175438597,2293250.45,75.50412865497076,29.539146198830412
F_MEDIUM,W_HIGH,netdata,r4,869,71836.5,74.85527485380118,2340393.9699999997,76.31166081871346,32.948479532163745
F_MEDIUM,W_LOW,elastic,r4,663,39824.7,43.614749163879594,611136.35,99.2009364548495,9.947775919732441
F_LOW,W_MEDIUM,elastic,r4,751,46967.700000000004,49.66437134502924,906240.49,99.23716374269006,15.595453216374267
F_LOW,W_HIGH,elastic,r4,1016,71535.6,61.607710330138445,2147505.0,99.22883919062834,26.030926517571885
F_LOW,W_MEDIUM,baseline,r4,864,54408.5,40.69983625730994,1072840.02,56.20543859649123,9.993438596491227
F_HIGH,W_MEDIUM,zipkin,r4,717,52312.3,66.07035139092241,1002258.02,65.15355783308931,20.15679355783309
F_HIGH,W_HIGH,netdata,r4,934,70713.5,73.70776608187134,2098628.0300000003,70.02138011695907,33.27754385964912
F_HIGH,W_MEDIUM,baseline,r4,623,46195.3,63.96993322203674,998297.8,65.94811352253755,19.94636060100167
F_MEDIUM,W_HIGH,elastic,r4,958,76490.1,67.02389361702127,2320142.89,99.18087234042554,32.152882978723405
F_HIGH,W_MEDIUM,prometheus,r4,733,48618.399999999994,52.103070175438596,955095.01,82.73326023391813,14.601739766081872
F_LOW,W_LOW,prometheus,r4,817,45416.100000000006,33.58611688311688,488573.53,54.78228571428571,6.711363636363636
F_HIGH,W_HIGH,elastic,r4,914,70190.8,69.35046838407494,2191941.6100000003,99.19298594847776,34.17483606557377
F_LOW,W_MEDIUM,prometheus,r4,763,47348.9,47.0925,893886.59,56.13549707602339,11.325423976608187
F_MEDIUM,W_LOW,prometheus,r4,807,45418.0,33.88170572916667,498102.1,57.62697916666667,7.136796875000001
F_LOW,W_LOW,elastic,r4,851,44096.1,32.64518855656697,460642.06000000006,99.16240572171651,8.566150845253576
F_MEDIUM,W_MEDIUM,baseline,r4,686,42999.7,54.53781302170283,830328.24,72.7498998330551,15.574357262103508
F_HIGH,W_HIGH,baseline,r4,920,69140.69999999998,68.49348538011695,2181501.45,63.164619883040935,27.037590643274854
F_HIGH,W_LOW,netdata,r4,754,41860.0,36.36871156661786,472209.73,60.152386530014645,8.22143484626647
F_MEDIUM,W_LOW,netdata,r4,773,44581.7,34.25417425227569,513968.4,60.30485045513653,7.936970091027308
F_HIGH,W_LOW,prometheus,r4,749,41910.6,36.84366032210835,472485.66,63.0616251830161,7.684421669106881
F_LOW,W_HIGH,baseline,r4,873,71452.2,73.61555555555556,2323265.01,68.45835087719298,31.095660818713448
F_LOW,W_HIGH,zipkin,r4,1023,77423.09999999999,72.41622340425532,2228717.86,75.8890425531915,28.27676595744681
F_MEDIUM,W_MEDIUM,elastic,r4,770,47160.5,47.54969298245615,863139.78,99.19156432748538,13.80954678362573
F_LOW,W_LOW,zipkin,r4,747,42626.4,37.78272327964861,473295.43,57.8302635431918,8.361361639824304
F_MEDIUM,W_MEDIUM,zipkin,r4,745,50824.4,57.82891654465592,940964.6599999999,63.92377745241581,15.815856515373353
F_MEDIUM,W_LOW,baseline,r4,767,39843.0,33.6946783625731,459905.89,62.493947368421054,7.071067251461989
F_HIGH,W_HIGH,prometheus,r4,920,70399.00000000001,70.65162573099416,2202914.86,75.21538011695907,27.38625730994152
F_MEDIUM,W_HIGH,baseline,r4,916,69835.79999999999,69.35873536299766,2206958.43,70.59728337236534,25.881990632318498
F_LOW,W_MEDIUM,elastic,r5,916,54330.1,39.657976608187134,933413.75,99.21732163742689,12.174339181286552
F_HIGH,W_MEDIUM,netdata,r5,777,55848.1,49.33777922077922,1085668.7,58.36418181818181,11.72012987012987
F_MEDIUM,W_HIGH,prometheus,r5,940,69470.5,68.9301403508772,2117808.1399999997,64.46659649122807,27.333976608187132
F_HIGH,W_LOW,netdata,r5,745,42169.6,35.489253294289895,467882.04000000004,57.24576866764275,7.484187408491948
F_HIGH,W_HIGH,baseline,r5,917,69865.9,68.92568421052633,2186214.1100000003,63.98829239766081,26.239614035087722
F_LOW,W_HIGH,elastic,r5,1014,74364.6,61.46614893617021,2169833.57,99.23617021276596,22.452659574468086
F_MEDIUM,W_MEDIUM,prometheus,r5,756,47402.1,45.990716374269006,905379.25,56.467339181286555,10.644985380116958
F_LOW,W_HIGH,zipkin,r5,991,78646.0,73.27735889243877,2257880.82,71.99566560170393,29.930713525026622
F_LOW,W_LOW,baseline,r5,980,51431.399999999994,25.65309574468085,497462.47,63.810191489361706,4.722202127659576
F_MEDIUM,W_MEDIUM,elastic,r5,863,57955.5,42.79169590643275,1069899.36,99.19697076023392,12.244222222222222
F_HIGH,W_HIGH,elastic,r5,949,76732.2,65.55720212765958,2357733.15,99.2311914893617,29.191723404255317
F_LOW,W_MEDIUM,baseline,r5,825,51876.2,43.28244473342002,1009821.0499999999,58.322262678803654,10.320195058517555
F_MEDIUM,W_MEDIUM,baseline,r5,854,51774.4,44.871170351105334,959186.26,61.77381014304291,11.729102730819246
F_LOW,W_LOW,elastic,r5,784,45951.9,32.59327698309493,502210.57999999996,99.16183355006504,6.929973992197659
F_LOW,W_HIGH,prometheus,r5,916,68671.8,65.50347368421053,2203258.3899999997,69.04329824561403,23.643251461988307
F_LOW,W_MEDIUM,zipkin,r5,802,54256.5,51.666792207792206,1023241.81,71.43681818181817,13.268883116883115
F_HIGH,W_LOW,prometheus,r5,794,45954.1,32.947919375812745,501700.76,69.52481144343304,6.792301690507152
F_HIGH,W_MEDIUM,zipkin,r5,694,54259.1,67.09501461988305,1054361.51,77.25511695906432,19.29239766081871
F_LOW,W_MEDIUM,prometheus,r5,854,51716.3,45.31802597402597,964757.3500000001,75.68402597402597,12.723987012987015
F_LOW,W_HIGH,netdata,r5,935,68314.6,66.69076112412178,2133478.0300000003,80.92348946135832,25.4157962529274
F_LOW,W_LOW,netdata,r5,818,44189.59999999999,32.13827272727272,487118.61000000004,73.42345454545455,7.21164935064935
F_MEDIUM,W_LOW,zipkin,r5,776,48084.600000000006,38.4535974025974,520157.22,84.12494805194805,7.7003246753246755
F_MEDIUM,W_LOW,prometheus,r5,957,52605.0,27.712276595744687,508880.01,77.44026595744681,5.714744680851063
F_HIGH,W_HIGH,netdata,r5,925,70011.6,69.03954385964911,2165415.79,84.55846783625732,27.04545029239766
F_MEDIUM,W_LOW,netdata,r5,750,41198.200000000004,34.11429824561404,469423.52999999997,81.0345760233918,6.495730994152047
F_HIGH,W_LOW,baseline,r5,777,44823.5,32.85723376623377,513186.43,55.160012987013,6.604844155844156
F_HIGH,W_MEDIUM,baseline,r5,808,52824.0,47.04542857142857,1034708.1600000001,61.43487012987013,12.65051948051948
F_HIGH,W_HIGH,prometheus,r5,941,76747.4,69.09338658146964,2387461.1799999997,71.734494142705,25.35269435569755
F_MEDIUM,W_HIGH,netdata,r5,957,74671.1,66.02616613418532,2347360.88,72.06188498402555,25.12749733759318
F_MEDIUM,W_LOW,elastic,r5,861,48602.3,28.382479532163746,516237.75000000006,99.19073684210527,6.170479532163742
F_HIGH,W_MEDIUM,prometheus,r5,710,49666.0,53.2910380116959,1015441.97,83.49573099415205,15.602076023391815
F_MEDIUM,W_HIGH,baseline,r5,881,71219.0,73.75984777517564,2290650.36,61.73170960187354,31.74748243559719
F_HIGH,W_LOW,elastic,r5,814,45143.799999999996,32.62717815344603,487516.09,99.19334200260077,10.276423927178152
F_MEDIUM,W_HIGH,zipkin,r5,992,79146.19999999998,74.00729787234043,2286607.09,65.89120212765957,28.70976595744681
F_LOW,W_MEDIUM,netdata,r5,756,47496.4,47.568726207906295,975073.23,63.88711566617862,12.386734992679354
F_MEDIUM,W_MEDIUM,netdata,r5,726,48214.600000000006,50.778128654970764,975406.3099999999,64.59323099415205,13.206345029239765
F_MEDIUM,W_LOW,baseline,r5,744,40946.09999999999,36.09144736842104,470681.75999999995,61.116286549707596,8.140043859649122
F_LOW,W_HIGH,baseline,r5,866,72117.4,73.45750877192984,2430224.3200000003,71.43211695906433,31.3299298245614
F_HIGH,W_MEDIUM,elastic,r5,763,48176.799999999996,47.97201754385965,880748.71,99.21258771929826,14.194269005847952
F_HIGH,W_LOW,zipkin,r5,778,47677.9,40.87383116883117,527261.04,73.25919480519481,9.445064935064934
F_LOW,W_LOW,prometheus,r5,716,42023.3,37.162909356725145,494302.86,69.62418128654971,7.628377192982457
F_MEDIUM,W_MEDIUM,zipkin,r5,786,56804.100000000006,56.4042077922078,1098286.56,76.99623376623376,14.944532467532468
F_LOW,W_LOW,zipkin,r5,762,42216.200000000004,38.825095168374816,458973.44,64.17402635431918,7.919575402635432
F_HIGH,W_HIGH,zipkin,r5,1071,87295.6,76.99014634146343,2321757.0,73.17644878048782,31.145395121951218
F_MEDIUM,W_HIGH,elastic,r5,977,74282.5,66.47774227902023,2275637.34,99.21971246006389,29.41743343982961
F_LOW,W_HIGH,zipkin,r6,997,78184.30000000002,73.35156382978724,2264827.04,66.4854255319149,27.451340425531917
F_HIGH,W_LOW,baseline,r6,715,41236.5,36.2807906295754,495872.6,71.84909224011712,8.07519765739385
F_LOW,W_HIGH,baseline,r6,871,70698.79999999999,71.53597660818713,2328089.9699999997,76.77976608187136,29.57226900584795
F_MEDIUM,W_MEDIUM,netdata,r6,813,53039.2,48.03498701298702,1030059.6400000001,76.01462337662338,13.744662337662337
