baseline, run1, 09:38:38.015908, 09:48:43.585587
baseline, run2, 09:54:15.273575, 10:04:19.342773
baseline, run3, 10:09:49.299539, 10:19:54.925159
baseline, run4, 10:25:37.541033, 10:35:43.849159
baseline, run5, 10:41:20.514392, 10:51:24.751852
baseline, run6, 10:56:57.088684, 11:07:02.644493
baseline, run7, 11:12:34.761272, 11:22:40.538185
baseline, run8, 11:28:12.901079, 11:38:18.864645
