combination_20.env, run1, 09:59:55.621559, 10:10:00.941061
combination_20.env, run2, 10:15:34.814122, 10:25:41.096984
combination_20.env, run3, 10:31:13.746203, 10:41:18.197108
combination_20.env, run4, 10:46:52.870292, 10:56:56.617129
combination_20.env, run5, 11:02:37.466309, 11:12:41.513138
combination_20.env, run6, 11:18:17.082475, 11:28:20.689142
combination_20.env, run7, 11:33:55.846064, 11:44:01.158289
combination_20.env, run8, 11:49:33.837164, 11:59:40.351074
